iteration,global_ari,average_ari,prior_random_global_ari,prior_random_average_ari,prior_kmeans_global_ari,prior_kmeans_average_ari,true_loss,loss,prior_random_loss,prior_kmeans_loss
27,0.5951939380847114,0.7366088192188356,0.9214426194675095,0.9216116088153108,0.9214426194675095,0.9216116088153108,-11126.520362897678,-11158.958351881456,-11102.701072010243,-11102.701024627146
28,0.9840319052780316,0.9841606232309879,0.9760957936373286,0.9761597316290068,0.3982240911575966,0.8970841128335107,-11260.685381436346,-11251.670767252726,-11255.433807140205,-11340.575989497149
29,0.9760961856264492,0.9761614067256721,0.9681923689419211,0.9681614067256721,0.0,0.0,-11188.352209433191,-11175.462179155216,-11177.930879794016,-11570.370283832543
30,0.9524808956156886,0.9523211428591886,0.9446732910060558,0.9449660817085073,-0.0013675920170926415,-0.0007874654537391088,-11194.175328477699,-11169.701533050975,-11173.985567030219,
31,0.10233808809428344,0.19355258254225696,0.0,0.0,0.003991112962394287,0.0004959004709450236,-11177.600174212863,-11310.597376045509,,-11378.671824072031
32,0.8985001505891885,0.898421300653889,0.9137625273961112,0.9145870280345401,0.0,0.0,-11352.288002594172,-11322.80464878712,-11328.42702811752,
33,0.9291532365125481,0.9291298186237122,0.906115097609902,0.9067437851268958,0.0,0.0,-11410.257441823027,-11392.748812852475,-11396.170391270469,
34,0.9061162732698762,0.9070350106812379,0.8387335267874522,0.8395080639833632,-0.000700756889718013,-0.0020426905629922355,-11251.15221935901,-11208.867263700615,-11214.76998813114,
35,0.9061160720198265,0.9054007396431644,0.0,0.0,0.0,0.0,-11143.53297611485,-11112.577948171891,-11399.217649963686,
36,0.9291541465544391,0.929937296054282,0.9446732201311087,0.9449689561002341,0.9446732201311087,0.9449689561002341,-11070.541826748846,-11046.104197392719,-11050.810954510309,-11050.810851293258
37,0.929154318158886,0.9300978682903895,0.9214428990170374,0.9225835459888836,0.9214428990170374,0.9225835459888836,-11160.03472400153,-11139.28849214953,-11142.427982415938,-11142.427978696385
38,0.9524756793599252,0.9523169099167204,0.9291457156444647,0.9291237819680624,0.9291457156444647,0.9291237819680624,-11379.226376537514,-11350.144379189649,-11353.225198318765,-11353.225204639637
39,0.9524807862416307,0.9529664103695602,0.929154044581963,0.9294494987353993,-0.00018707291620490558,-0.00010725926785161701,-11259.04664798985,-11239.31501995559,-11242.420177038975,
40,0.9446733507319938,0.9446397033656867,0.9137635248375973,0.9139376528307837,0.9137635248375973,0.9139376528307837,-11282.76344486485,-11266.130347555876,-11267.240453740777,-11267.240431564065
41,0.37328914753554576,0.8719211257777072,0.9214426515516987,0.921773975903062,0.9214426515516987,0.921773975903062,-11092.59624743903,-11129.409903464235,-11064.604966471712,-11064.604963390124
42,0.4833825864045485,0.7833882660238947,0.33507067418729114,0.8686558096639111,0.33507067418729114,0.8686558096639111,-11396.98687243903,-11438.501944796304,-11441.529088889933,-11441.529090630322
43,0.8757922540963232,0.8751412824610494,0.0,0.0,0.014084774950156595,0.0288112539538459,-11067.640254323027,-11032.669176110798,-11209.393049798187,
44,0.6076203735191893,0.7427356659708443,0.9137634242965411,0.9137737503882588,0.9137634242965411,0.9137737503882588,-11111.022964203867,-11130.135895625814,-11091.99198086724,-11091.991979855466
45,0.9603204882611346,0.9601564600263892,0.9368975462072318,0.9368023400612333,0.0,0.0,-11142.760453605853,-11123.780696712842,-11126.908513014185,-11456.176254930057
46,0.5116766622107152,0.7901894208579775,0.9524806435233005,0.9523202887867619,0.9524806435233005,0.9523202887867619,-11181.226048156203,-11204.134601094924,-11161.71651688756,-11161.716521426239
47,0.8683396482909912,0.8689481084725447,0.007449585623836061,0.006662780957054339,0.8758291125271288,0.8787146003466819,-11137.821792328867,-11122.801532041654,-11312.687729628424,-11116.847789893985
48,0.9446732460693126,0.9451297987967517,0.9446732460693126,0.9451297987967517,0.9446732460693126,0.9451297987967517,-11106.713722272678,-11086.933593821925,-11090.505905394073,-11090.505901490595
49,0.8833641935633506,0.8835477043421027,0.012181448496602026,0.008882315827659432,0.8096169403592723,0.8172850780794765,-10888.338804368004,-10846.396121255739,-11106.523124097359,-10855.34334894129
50,0.5825711038706363,0.7199819739660579,0.0009285052269176978,0.0015228343097195556,0.0009285052269176978,0.0015228343097195556,-11111.772439165668,-11184.750765418821,-11353.892325283992,-11353.892349370153
51,0.9137513140342879,0.9136064130698196,0.11126747191473838,0.18698989898989898,-0.0006017964106617426,0.0,-11139.5283190645,-11103.897382308322,-11310.771474851175,
52,0.5174369503724486,0.7769684472667222,0.9446721109088398,0.9447154900097606,0.41874251008347585,0.8465582787001498,-11396.855015977699,-11443.372483445539,-11375.117696557241,-11439.0710110701
53,0.9681923375482518,0.9681591536604263,0.9524808913775296,0.9523191549818518,0.0004545995239187683,0.0001712633971129553,-11029.769612097329,-11012.26124310614,-11016.555537169344,-11335.153013709476
54,0.92142431345703,0.9215269058980013,0.8984754565808999,0.8986262538605047,0.8984754565808999,0.8986262538605047,-11401.319457832491,-11371.57814778967,-11377.62645576784,-11377.626453507546
55,0.8909172882447998,0.8938961849134099,0.8609049003607228,0.8631850325095012,0.0004745719447087732,0.0008888888888888889,-11101.615717117535,-11076.880798891425,-11079.884110449962,
56,0.5174109024067515,0.7666948379044467,0.0,0.0,0.929154318158886,0.9294499938490629,-10956.782873495691,-10971.584438909245,-11180.562882600529,-10937.849269632088
57,0.9137634242965411,0.9136109868417094,0.8985008810599372,0.8984180036294174,0.8985008810599372,0.8984180036294174,-11058.542680168353,-11020.91787848159,-11024.933998553823,-11024.933985769821
58,0.0364875505082768,0.8381354860236344,0.9681922444705638,0.9679975863198849,0.9681922444705638,0.9679975863198849,-11345.975256308191,-11362.500184526816,-11330.2702557403,-11330.2702557403
59,0.8984993088651423,0.8987299012691878,0.0,0.0,0.0,0.0,-11039.717607998846,-11004.6721866722,-11263.594950777719,
60,0.6915759457756723,0.7744442236192528,0.9291537456552417,0.9304788222855702,-0.001493991921823168,-0.0036592063050058334,-11138.73512455235,-11154.457677206565,-11128.082184287103,
61,0.8833547999594943,0.8891326196123808,0.8833526991196875,0.8907484939021405,0.8833526991196875,0.8907484939021405,-11033.663712346859,-10996.51081952316,-11000.921437577847,-11000.903198583756
62,0.898491164938901,0.8982580652541191,0.0009652188421223519,-0.0005655284772808145,0.8984925770750206,0.8987409952163607,-11013.84234118903,-10988.655702469106,-11219.89493708744,-10993.680832354734
63,0.9060204789709406,0.9060020122384624,0.913679597058058,0.9138431071505047,0.913679597058058,0.9138431071505047,-11320.625523790199,-11285.90295449217,-11288.42690469516,-11288.426885072855
64,0.9603206402626981,0.9604838767477142,0.003250764084104641,0.0013968131596092397,0.004468136446998702,0.0010192147347796363,-11013.694314165668,-10992.277305466478,-11294.700496525691,-11293.919162950227
65,0.9368977737117771,0.9366417262950405,-0.0011406543224449053,-0.0028014181323887714,0.0,0.0,-11359.033932153518,-11339.766312132831,-11657.525304439376,
66,0.9524804892008893,0.9524734993745595,0.9603203259779867,0.9601505244646479,0.9603203259779867,0.9601505244646479,-11238.544612769521,-11222.597302076745,-11226.400409150581,-11226.40041924316
67,0.984032001021952,0.9841601267189862,0.9524807741255678,0.9526432934221661,0.9524807741255678,0.9526432934221661,-11085.588537558191,-11075.171046291665,-11079.575367054083,-11079.57537291258
68,0.9291527261970917,0.929452012141385,0.0,0.0,0.9137621332008746,0.9149055616818517,-11242.831947906672,-11206.413576916659,,-11210.95032413781
69,0.976094824644038,0.9759992163675584,-0.003226613566708391,-0.004215085278287273,0.0,0.0,-11105.302363698027,-11092.108237667722,-11339.135871027493,-11342.701483832647
70,0.9214425803768571,0.9220959820168003,0.89850061057828,0.8984194204537271,0.0,0.0,-11141.586728100014,-11115.084181757395,-11119.403879660087,-11422.377289089256
71,0.9291541101357313,0.9291271227147027,0.92144273231732,0.9217720937818289,0.92144273231732,0.9217720937818289,-11172.651993596859,-11149.156789694538,-11153.438962948743,-11153.438978120324
72,0.9061152768565148,0.9086306690270579,0.8758468635102695,0.8779215284959505,0.8758468635102695,0.8779215284959505,-11187.594458504685,-11162.39023860509,-11166.545327971824,-11166.545342349697
73,0.9681923087297901,0.9679882661106884,0.9681923087297901,0.9679882661106884,0.9681923087297901,0.9679882661106884,-11371.106197778518,-11357.072982652757,-11361.012199233992,-11361.012198337145
74,0.9214408923343044,0.9209644383656181,0.0,0.0,0.0,0.0,-10990.185053055035,-10957.168004727833,,
75,0.9291544135752605,0.9286386264380273,0.921442835515351,0.9212750036244053,0.921442835515351,0.9212750036244053,-11216.296504323027,-11189.986632446713,-11192.938160204889,-11192.938134851498
76,0.9060872856562936,0.9055001599123719,0.0,0.0,0.3396183150973806,0.8197349079560917,-11557.499001665668,-11527.458824668343,,-11607.006148349774
77,0.9137635287386564,0.9132828756800835,0.0,0.0,0.9061162282179316,0.9060921592162116,-11097.453021132842,-11068.530882159148,-11383.555536419957,-11073.786606314476
78,0.9368969550478075,0.9371304454226589,0.9446727053437404,0.9446439158445225,0.9446727053437404,0.9446439158445225,-10955.35328861485,-10935.610671451783,-10939.712535959445,-10939.712524094979
79,0.9603204832025548,0.9601598294226307,0.0,0.0,0.9368975622965784,0.9366438012990983,-11259.934220159359,-11243.502873779755,-11560.438910689913,-11247.245814454773
80,0.9446733348050895,0.94512773676692,0.9137635287386564,0.9137729493299019,0.9137635287386564,0.9137729493299019,-11282.941322906672,-11262.185584529043,-11267.198991978674,-11267.19898498914
81,0.9446713199777577,0.9446277070883656,0.0,0.0,0.9291517134111014,0.9287812474916605,-11307.266107742535,-11277.679440684502,,-11280.54401486634
82,0.6328692620000869,0.7437792680930914,0.0,0.0,-0.0007037622862916033,-0.005242556513041388,-11285.550431096859,-11305.312197409277,,-11545.023465819651
83,0.9681874904072534,0.967997115978183,0.37327293968696035,0.8717778765829352,0.9291442752774713,0.9287990683348045,-11325.700965388682,-11307.479620523494,-11374.720141111093,-11310.43957384913
84,0.9291542597435437,0.928802501265281,0.913763467562915,0.9139305490791063,0.913763467562915,0.9139305490791063,-11210.830950820342,-11185.505114780271,-11191.009645036269,-11191.00964171371
85,0.929152242825572,0.9291196071241545,0.015724876205442526,0.011526720917130326,0.929152242825572,0.9289606146228679,-11127.589329406203,-11109.851090282451,-11350.647143224047,-11112.61312569643
86,0.9524804892008893,0.9521587788481245,0.9524804892008893,0.9523207711434681,0.9524804892008893,0.9523207711434681,-11217.954748495691,-11200.4946800523,-11203.790586545761,-11203.790587803236
87,0.9291522855105437,0.9292856046829151,0.9214413587743683,0.9211231163240752,0.9214413587743683,0.9211231163240752,-11212.518512391836,-11183.810538641728,-11187.894047025145,-11187.894044847077
88,0.9368977737117771,0.9368043783147206,0.0,0.0,0.9061158915214461,0.9057740752844176,-11204.591795627,-11176.78990021285,,-11183.625400275701
89,0.5890116903264597,0.7506210464065125,0.9603206139093168,0.9603208694011623,-0.0009634064226185375,-0.0034481374574368362,-11200.07476306403,-11246.73303353478,-11180.221327064255,-11472.554218973522
90,0.6392446553117765,0.7593679460224645,0.921442835515351,0.9209601628515953,0.0013217478963783254,-0.0030878441531941936,-11112.85143810901,-11127.603403912517,-11090.455960657138,-11346.526017674236
91,0.9681922590638079,0.9681595040951019,0.9603204882611346,0.9603210988876375,0.9603204882611346,0.9603210988876375,-11172.351540728168,-11160.661551643172,-11164.561883731876,-11164.561888010767
92,0.9368977019102417,0.936645593270601,0.9291541854495776,0.9289684822271784,0.9291541854495776,0.9289684822271784,-11108.409970287514,-11087.308180968766,-11091.683299782471,-11091.683307619063
93,0.9524809677253449,0.9524748315090956,0.9681923796599017,0.9679978056701757,0.9681923796599017,0.9679978056701757,-11113.610062980853,-11093.297806733406,-11097.767894597288,-11097.76789264838
94,0.9524806435233005,0.9521600303599833,0.0,0.0,0.944672907050518,0.9446463662727105,-11252.834590260527,-11228.663108951177,,-11231.397301480347
95,0.9137633702135127,0.91393651978081,0.9061161093018253,0.9062603252894676,0.9061161093018253,0.9062603252894676,-11173.012447778518,-11146.872459058548,-11150.956572024961,-11150.956582727498
96,0.6076455951033294,0.7371309433590085,0.8909175104403587,0.8910652546286585,0.8909175104403587,0.8910652546286585,-11204.048806353168,-11232.888183718276,-11184.788834800673,-11184.788825586314
97,0.8683604000109365,0.86802860884006,0.838733073159178,0.8394178010457365,0.838733073159178,0.8394178010457365,-11006.985001409359,-10964.305546938163,-10970.35995956429,-10970.359978910215
98,0.9760882757728422,0.9759961749651854,0.9446594219966333,0.9444765513904171,0.0,0.0,-11406.102517290668,-11389.812487699755,-11394.41817307108,
99,0.9446703852118693,0.9449690700663963,0.9137589110561127,0.9137760846457986,0.0,0.0,-11307.578915600014,-11287.742260794235,-11292.13566245267,
